golden_id,company_id,company_name,report_year,golden_file,disclosure_topology,physical_asset_count,logical_block_count,reported_total_status,row_value_coverage,annotation_status,last_adjudicated_by,last_adjudicated_date,audit_note
PING_AN_2024_INVESTMENT_PORTFOLIO,PING_AN,中国平安,2024,companies/ping_an/2024/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text and rendered page independently verified; no runtime Capture values used.
PING_AN_2025_INVESTMENT_PORTFOLIO,PING_AN,中国平安,2025,companies/ping_an/2025/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text and rendered page independently verified; no runtime Capture values used.
PICC_2023_INVESTMENT_PORTFOLIO,PICC,中国人保,2023,companies/picc/2023/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P23 independently verified.
PICC_2024_INVESTMENT_PORTFOLIO,PICC,中国人保,2024,companies/picc/2024/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P23 independently verified.
PICC_2025_INVESTMENT_PORTFOLIO,PICC,中国人保,2025,companies/picc/2025/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P23 independently verified.
PICC_PNC_2023_INVESTMENT_PORTFOLIO,PICC_PNC,中国财险,2023,companies/picc_pnc/2023/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P25 independently verified.
PICC_PNC_2024_INVESTMENT_PORTFOLIO,PICC_PNC,中国财险,2024,companies/picc_pnc/2024/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P23 independently verified.
PICC_PNC_2025_INVESTMENT_PORTFOLIO,PICC_PNC,中国财险,2025,companies/picc_pnc/2025/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P21 independently verified.
CHINA_RE_2023_INVESTMENT_PORTFOLIO,CHINA_RE,中国再保,2023,companies/china_re/2023/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P51 independently verified.
CHINA_RE_2024_INVESTMENT_PORTFOLIO,CHINA_RE,中国再保,2024,companies/china_re/2024/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P51 independently verified.
CHINA_RE_2025_INVESTMENT_PORTFOLIO,CHINA_RE,中国再保,2025,companies/china_re/2025/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P49 independently verified.
SUNSHINE_INSURANCE_2023_INVESTMENT_PORTFOLIO,SUNSHINE_INSURANCE,阳光保险,2023,companies/sunshine_insurance/2023/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P51 independently verified.
SUNSHINE_INSURANCE_2024_INVESTMENT_PORTFOLIO,SUNSHINE_INSURANCE,阳光保险,2024,companies/sunshine_insurance/2024/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P49 independently verified.
SUNSHINE_INSURANCE_2025_INVESTMENT_PORTFOLIO,SUNSHINE_INSURANCE,阳光保险,2025,companies/sunshine_insurance/2025/investment_portfolio_golden.yaml,DIRECT_SEPARATE_TABLES_SAME_PAGE,2,2,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P44 independently verified.
ZHONGAN_ONLINE_2023_INVESTMENT_PORTFOLIO,ZHONGAN_ONLINE,众安在线,2023,companies/zhongan_online/2023/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P33 independently verified.
ZHONGAN_ONLINE_2024_INVESTMENT_PORTFOLIO,ZHONGAN_ONLINE,众安在线,2024,companies/zhongan_online/2024/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P32 independently verified.
ZHONGAN_ONLINE_2025_INVESTMENT_PORTFOLIO,ZHONGAN_ONLINE,众安在线,2025,companies/zhongan_online/2025/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P28 independently verified.
AIA_2023_INVESTMENT_PORTFOLIO,AIA,友邦保险,2023,companies/aia/2023/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P42 independently verified.
AIA_2024_INVESTMENT_PORTFOLIO,AIA,友邦保险,2024,companies/aia/2024/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P45 independently verified.
AIA_2025_INVESTMENT_PORTFOLIO,AIA,友邦保险,2025,companies/aia/2025/investment_portfolio_golden.yaml,DIRECT_SINGLE_AXIS_TABLE,1,1,DISCLOSED,FULL,CERTIFIED_GOLDEN_ROW_VALUES,Codex_Agent_Adjudicator,2026-08-23,Direct PDF native text on P44 independently verified.
